City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
247,Kavaratti,IN,2020-02-24 07:45:17,10.57,72.64,82.72,68,96,4.74,overcast clouds,0,0
248,Nemuro,JP,2020-02-24 07:45:17,43.32,145.57,26.6,58,40,3.36,scattered clouds,0,0
249,Hereford,GB,2020-02-24 07:45:18,52.06,-2.71,51.01,95,100,3.0,moderate rain,0,0
250,Port Hedland,AU,2020-02-24 07:45:18,-20.32,118.57,96.8,47,100,14.99,overcast clouds,0,0
251,Sorong,ID,2020-02-24 07:45:18,-0.88,131.25,81.43,79,100,3.78,overcast clouds,0,0
252,Lorengau,PG,2020-02-24 07:45:18,-2.02,147.27,84.85,71,9,7.49,clear sky,0,0
253,Flin Flon,CA,2020-02-24 07:45:19,54.77,-101.86,14.34,95,100,6.4,light snow,0,0.31
254,Barcelos,PT,2020-02-24 07:45:19,41.54,-8.62,53.01,100,0,2.24,clear sky,0,0
255,Maragogi,BR,2020-02-24 07:45:19,-9.01,-35.22,81.91,77,5,15.68,light rain,0.25,0
256,Salinas,US,2020-02-24 07:43:52,36.68,-121.66,52.0,81,40,6.93,scattered clouds,0,0
257,Bairiki,KI,2020-02-24 07:45:19,1.33,172.98,86.0,79,40,8.05,scattered clouds,0,0
258,Iki-Burul,RU,2020-02-24 07:45:19,45.82,44.65,41.0,86,75,11.18,light intensity shower rain,0,0
259,Keetmanshoop,NA,2020-02-24 07:45:20,-26.58,18.13,82.4,34,0,12.75,clear sky,0,0
260,Rio Verde De Mato Grosso,BR,2020-02-24 07:45:20,-18.92,-54.84,69.8,98,65,3.02,broken clouds,0,0
261,Maldonado,UY,2020-02-24 07:45:20,-34.67,-54.92,62.6,88,27,6.93,scattered clouds,0,0
262,Mahanje,TZ,2020-02-24 07:45:21,-9.93,35.33,81.41,74,79,6.55,light rain,1.75,0
263,Mokrousovo,RU,2020-02-24 07:45:21,55.81,66.77,19.92,94,100,12.3,overcast clouds,0,0
264,Jega,NG,2020-02-24 07:45:21,12.22,4.38,82.56,10,71,23.94,broken clouds,0,0
265,Naze,JP,2020-02-24 07:45:21,28.37,129.48,68.0,63,20,4.7,few clouds,0,0
266,North Bend,US,2020-02-24 07:45:22,43.41,-124.22,42.8,93,90,5.82,overcast clouds,0,0
267,Carnot,CF,2020-02-24 07:45:22,4.94,15.87,93.2,11,4,5.48,clear sky,0,0
268,Pinsk,BY,2020-02-24 07:45:22,52.12,26.1,40.73,67,95,19.8,light snow,0,0.63
269,Lata,PT,2020-02-24 07:45:22,40.16,-8.33,48.99,100,0,1.12,clear sky,0,0
270,Bengkulu,ID,2020-02-24 07:45:23,-3.8,102.27,86.99,63,75,4.88,broken clouds,0,0
271,Anloga,GH,2020-02-24 07:45:23,5.79,0.9,86.2,70,68,7.72,broken clouds,0,0
272,Luena,AO,2020-02-24 07:45:23,-11.78,19.92,66.2,100,75,5.82,broken clouds,0,0
273,Polignano A Mare,IT,2020-02-24 07:45:23,41.0,17.22,57.0,100,0,2.24,clear sky,0,0
274,Sungaipenuh,ID,2020-02-24 07:45:23,-2.08,101.38,74.46,73,68,4.18,light rain,1.5,0
275,Gat,IL,2020-02-24 07:45:23,31.61,34.76,60.01,76,40,1.12,scattered clouds,0,0
276,Teluknaga,ID,2020-02-24 07:45:24,-6.1,106.64,91.99,66,75,11.41,broken clouds,0,0
277,Huron,US,2020-02-24 07:45:24,41.15,-82.55,42.01,60,75,9.17,broken clouds,0,0
278,Ahuimanu,US,2020-02-24 07:42:31,21.44,-157.84,75.2,69,20,8.05,few clouds,0,0
279,Lengshuitan,CN,2020-02-24 07:45:24,26.41,111.6,74.97,54,7,13.4,clear sky,0,0
280,San Cristobal,VE,2020-02-24 07:45:24,7.77,-72.22,53.73,97,74,1.48,light rain,0.38,0
281,Santa Cruz,BO,2020-02-24 07:41:26,-17.8,-63.17,71.6,83,75,3.36,broken clouds,0,0
282,Karratha,AU,2020-02-24 07:45:25,-20.74,116.85,85.08,71,29,12.57,scattered clouds,0,0
283,Krasnyy Yar,RU,2020-02-24 07:45:25,46.53,48.35,46.0,57,100,13.42,overcast clouds,0,0
284,Ruza,RU,2020-02-24 07:45:11,55.7,36.2,33.8,80,75,13.42,light shower snow,0,0
285,South Lake Tahoe,US,2020-02-24 07:40:35,38.93,-119.98,43.0,79,1,4.47,clear sky,0,0
286,Paramonga,PE,2020-02-24 07:45:26,-10.67,-77.83,71.64,90,31,7.43,scattered clouds,0,0
287,Korla,CN,2020-02-24 07:45:26,41.76,86.15,37.96,39,33,3.44,scattered clouds,0,0
288,Havelock,US,2020-02-24 07:40:40,34.88,-76.9,46.4,81,1,2.77,clear sky,0,0
289,Guarenas,VE,2020-02-24 07:45:26,10.47,-66.61,68.0,97,64,1.12,broken clouds,0,0
290,Hay River,CA,2020-02-24 07:45:26,60.82,-115.8,-14.8,83,5,5.7,clear sky,0,0
291,Niagara Falls,CA,2020-02-24 07:40:46,43.1,-79.07,44.6,52,1,20.8,clear sky,0,0
292,Moron,AR,2020-02-24 07:45:27,-34.65,-58.62,73.4,77,0,3.36,clear sky,0,0
293,Alice Springs,AU,2020-02-24 07:45:27,-23.7,133.88,95.0,16,20,20.8,few clouds,0,0
294,Saint-Jovite,CA,2020-02-24 07:45:27,46.12,-74.6,32.0,86,75,2.24,broken clouds,0,0
295,Wanning,CN,2020-02-24 07:45:27,18.8,110.4,74.62,74,0,5.61,clear sky,0,0
296,Tecpatan,MX,2020-02-24 07:45:28,17.13,-93.3,64.2,93,31,2.15,scattered clouds,0,0
297,Kuala Sungai Baru,MY,2020-02-24 07:45:28,2.36,102.04,91.4,62,40,11.41,scattered clouds,0,0
298,Dhidhdhoo,MV,2020-02-24 07:45:28,6.88,73.1,83.23,70,33,9.28,scattered clouds,0,0
299,Karla,EE,2020-02-24 07:45:28,59.37,24.93,37.99,59,40,17.22,scattered clouds,0,0
300,Quelimane,MZ,2020-02-24 07:45:29,-17.88,36.89,86.0,79,75,9.17,broken clouds,0,0
301,Vardo,NO,2020-02-24 07:45:29,70.37,31.11,35.6,80,40,13.87,scattered clouds,0,0
302,Batasan,PH,2020-02-24 07:45:29,12.77,120.78,76.69,64,55,6.26,broken clouds,0,0
303,Carnarvon,AU,2020-02-24 07:45:29,-24.87,113.63,84.2,54,0,16.11,clear sky,0,0
304,Naryan-Mar,RU,2020-02-24 07:45:30,67.67,53.09,28.29,86,97,23.69,overcast clouds,0,0
305,Biak,ID,2020-02-24 07:45:30,-0.91,122.88,85.24,74,32,12.21,light rain,1,0
306,Saldanha,ZA,2020-02-24 07:45:30,-33.01,17.94,78.8,29,0,3.36,clear sky,0,0
307,Sinor,IN,2020-02-24 07:45:30,21.92,73.33,84.2,37,0,5.82,clear sky,0,0
308,Kudahuvadhoo,MV,2020-02-24 07:45:30,2.67,72.89,83.46,77,60,17.13,light rain,0.19,0
309,Mendeleyevsk,RU,2020-02-24 07:45:31,55.91,52.29,28.4,92,75,15.66,shower snow,0,0
310,Catamarca,AR,2020-02-24 07:45:31,-28.47,-65.79,54.0,94,1,2.01,clear sky,0,0
311,Ponta Do Sol,PT,2020-02-24 07:45:31,32.67,-17.1,70.0,55,20,24.16,few clouds,0,0
312,Launceston,AU,2020-02-24 07:45:31,-41.45,147.17,69.8,56,90,16.11,overcast clouds,0,0
313,Canar,EC,2020-02-24 07:45:32,-2.55,-78.93,57.2,93,99,3.36,moderate rain,4.44,0
314,Aban,RU,2020-02-24 07:45:32,56.67,96.06,20.79,89,98,2.15,overcast clouds,0,0
315,Uniontown,US,2020-02-24 07:45:32,39.9,-79.72,41.0,40,1,8.05,clear sky,0,0
316,Taksimo,RU,2020-02-24 07:45:32,56.34,114.88,11.7,91,38,1.72,scattered clouds,0,0
317,Taltal,CL,2020-02-24 07:45:33,-25.4,-70.48,58.95,93,69,1.59,broken clouds,0,0
318,Yeppoon,AU,2020-02-24 07:45:33,-23.13,150.73,80.6,78,90,4.7,overcast clouds,0,0
319,Sagua La Grande,CU,2020-02-24 07:45:33,22.81,-80.08,59.0,93,20,1.12,few clouds,0,0
320,Kizner,RU,2020-02-24 07:45:33,56.27,51.51,32.2,95,100,10.56,light snow,0,0.81
321,Verkhoyansk,RU,2020-02-24 07:45:33,67.54,133.38,-16.28,94,75,2.59,broken clouds,0,0
322,Lahuachaca,BO,2020-02-24 07:45:34,-17.37,-67.67,45.45,90,100,5.1,light rain,0.88,0
323,Banki,IN,2020-02-24 07:45:34,20.38,85.53,75.2,64,75,16.11,haze,0,0
324,Saint-Pierre,RE,2020-02-24 07:45:34,-21.34,55.48,86.0,66,0,8.05,clear sky,0,0
325,Muromtsevo,RU,2020-02-24 07:45:34,56.37,75.24,20.73,93,99,7.31,overcast clouds,0,0
326,Port-Gentil,GA,2020-02-24 07:45:34,-0.72,8.78,80.6,94,20,4.7,few clouds,0,0
327,Zhigalovo,RU,2020-02-24 07:45:35,54.81,105.16,19.27,85,17,1.57,few clouds,0,0
328,Qidong,CN,2020-02-24 07:45:35,31.81,121.66,71.01,52,100,7.0,overcast clouds,0,0
329,Filadelfia,US,2020-02-24 07:42:47,39.95,-75.16,36.0,73,1,3.51,clear sky,0,0
330,Hofn,IS,2020-02-24 07:45:35,64.25,-15.21,38.8,84,100,25.86,light snow,0,1.44
331,Puerto Leguizamo,CO,2020-02-24 07:45:36,-0.19,-74.78,72.07,99,100,0.45,light rain,0.5,0
332,Fayetteville,US,2020-02-24 07:44:15,35.05,-78.88,48.99,61,1,4.43,clear sky,0,0
333,Geraldton,AU,2020-02-24 07:45:36,-28.77,114.6,82.4,61,0,21.92,clear sky,0,0
334,Balakhninskiy,RU,2020-02-24 07:45:36,58.01,114.28,16.68,89,100,7.49,light snow,0,0.19
335,Celestun,MX,2020-02-24 07:45:36,20.87,-90.4,72.07,86,0,17.0,clear sky,0,0
336,Sooke,CA,2020-02-24 07:45:37,48.37,-123.73,44.01,70,20,10.29,few clouds,0,0
337,Arman,RU,2020-02-24 07:45:37,59.7,150.17,-0.27,92,7,7.16,clear sky,0,0
338,Abu Dhabi,AE,2020-02-24 07:45:02,24.47,54.37,82.4,51,99,3.36,overcast clouds,0,0
339,Hohhot,CN,2020-02-24 07:45:37,40.81,111.65,55.4,24,92,6.71,overcast clouds,0,0
340,Torbay,CA,2020-02-24 07:45:37,47.67,-52.73,27.0,92,20,16.11,few clouds,0,0
341,Weatherford,US,2020-02-24 07:45:38,32.76,-97.8,62.6,87,75,16.11,broken clouds,0,0
342,Avera,US,2020-02-24 07:45:38,33.19,-82.53,53.01,76,90,3.36,overcast clouds,0,0
343,Srednekolymsk,RU,2020-02-24 07:45:38,67.45,153.68,-20.58,98,100,2.13,overcast clouds,0,0
344,Prince Rupert,CA,2020-02-24 07:45:38,54.32,-130.32,33.8,86,75,8.52,light snow,0,0
345,Vanavara,RU,2020-02-24 07:45:38,60.34,102.28,20.62,86,49,9.19,scattered clouds,0,0
346,Hurricane,US,2020-02-24 07:45:39,37.18,-113.29,46.4,65,0,4.32,clear sky,0,0
347,Tulun,RU,2020-02-24 07:45:39,54.56,100.58,17.4,91,100,5.19,overcast clouds,0,0
348,Manjakandriana,MG,2020-02-24 07:45:39,-18.92,47.8,77.0,73,40,6.93,scattered clouds,0,0
349,Antofagasta,CL,2020-02-24 07:43:33,-23.65,-70.4,66.2,88,85,4.7,overcast clouds,0,0
350,Itarema,BR,2020-02-24 07:45:40,-2.92,-39.92,74.12,98,89,3.06,overcast clouds,0,0
351,Gorokhovets,RU,2020-02-24 07:45:40,56.19,42.7,33.8,90,90,13.42,light snow,0,0
352,Deputatskiy,RU,2020-02-24 07:45:40,69.3,139.9,-21.42,95,0,3.89,clear sky,0,0
353,Lulea,SE,2020-02-24 07:45:40,65.58,22.15,33.8,59,100,24.16,overcast clouds,0,0
354,Pacific Grove,US,2020-02-24 07:45:40,36.62,-121.92,51.8,81,40,6.93,scattered clouds,0,0
355,Chickasha,US,2020-02-24 07:45:41,35.05,-97.94,55.4,81,0,14.99,clear sky,0,0
356,Nara,JP,2020-02-24 07:43:11,34.69,135.8,55.4,28,66,9.17,broken clouds,0,0
357,Jacareacanga,BR,2020-02-24 07:45:41,-6.22,-57.75,69.39,98,95,1.25,overcast clouds,0,0
358,Mayumba,GA,2020-02-24 07:45:41,-3.43,10.66,82.49,79,50,8.75,scattered clouds,0,0
359,Baykit,RU,2020-02-24 07:45:41,61.67,96.37,19.17,86,100,7.07,overcast clouds,0,0
360,Ithaki,GR,2020-02-24 07:45:42,38.36,20.72,57.99,71,33,9.17,scattered clouds,0,0
361,Praya,CV,2020-02-24 07:45:42,14.92,-23.51,68.0,77,75,11.41,broken clouds,0,0
362,Neuquen,AR,2020-02-24 07:45:31,-38.95,-68.06,66.2,39,87,13.87,overcast clouds,0,0
363,Carballo,ES,2020-02-24 07:45:42,43.21,-8.69,52.0,100,90,4.7,fog,0,0
364,Constitucion,CL,2020-02-24 07:45:43,-35.33,-72.42,50.83,83,43,7.27,scattered clouds,0,0
365,Northam,GB,2020-02-24 07:45:43,51.03,-4.22,52.0,93,100,8.99,light rain,1.69,0
366,Sur,OM,2020-02-24 07:45:43,22.57,59.53,80.64,41,64,8.12,broken clouds,0,0
367,Tenosique,MX,2020-02-24 07:45:43,17.48,-91.43,63.48,97,2,4.99,clear sky,0,0
368,Tanout,NE,2020-02-24 07:45:43,14.97,8.89,69.73,19,0,24.9,clear sky,0,0
369,Richards Bay,ZA,2020-02-24 07:45:44,-28.78,32.04,71.87,70,100,12.03,light rain,0.56,0
370,Zeya,RU,2020-02-24 07:45:44,53.75,127.27,15.53,81,0,9.31,clear sky,0,0
371,Kupino,RU,2020-02-24 07:45:44,54.37,77.3,18.95,94,92,5.08,overcast clouds,0,0
372,Poum,NC,2020-02-24 07:45:44,-20.23,164.02,81.25,71,100,13.87,overcast clouds,0,0
373,Ancud,CL,2020-02-24 07:45:44,-41.87,-73.82,44.6,93,69,1.12,light rain,0.69,0
374,Murdochville,CA,2020-02-24 07:45:45,48.96,-65.5,19.87,95,100,5.06,overcast clouds,0,0
375,Opuwo,NA,2020-02-24 07:45:45,-18.06,13.84,80.67,20,95,9.75,overcast clouds,0,0
376,Darnah,LY,2020-02-24 07:45:45,32.77,22.64,57.63,68,23,13.96,few clouds,0,0
377,Mehamn,NO,2020-02-24 07:45:45,71.04,27.85,32.0,97,75,3.36,broken clouds,0,0
378,Kulhudhuffushi,MV,2020-02-24 07:45:45,6.62,73.07,83.03,76,10,13.82,clear sky,0,0
379,Kitgum,UG,2020-02-24 07:45:46,3.28,32.89,95.09,15,57,8.14,broken clouds,0,0
380,Ust-Kuyga,RU,2020-02-24 07:45:46,70.02,135.6,-16.67,100,99,7.25,overcast clouds,0,0
381,Morgan City,US,2020-02-24 07:45:46,29.7,-91.21,57.2,93,75,3.36,broken clouds,0,0
382,Brewster,US,2020-02-24 07:45:46,41.4,-73.62,43.0,68,5,3.0,clear sky,0,0
383,Touros,BR,2020-02-24 07:45:47,-5.2,-35.46,77.0,94,40,3.36,scattered clouds,0,0
384,Zhicheng,CN,2020-02-24 07:45:47,30.3,111.5,73.9,54,60,3.22,broken clouds,0,0
385,Russell,US,2020-02-24 07:45:34,32.35,-85.2,52.0,76,90,1.95,overcast clouds,0,0
386,Quatre Cocos,MU,2020-02-24 07:45:47,-20.21,57.76,86.0,66,40,5.82,scattered clouds,0,0
387,Roma,US,2020-02-24 07:45:28,43.21,-75.46,42.8,74,90,9.44,overcast clouds,0,0
388,Pombia,IT,2020-02-24 07:45:48,45.65,8.63,57.99,100,86,4.7,fog,0,0
389,Holme,DK,2020-02-24 07:45:48,56.11,10.17,37.99,86,100,9.17,overcast clouds,0,0
390,Katherine,AU,2020-02-24 07:45:48,-14.47,132.27,95.0,44,40,14.99,scattered clouds,0,0
391,Portland,US,2020-02-24 07:43:43,45.52,-122.68,43.0,93,90,4.7,light rain,0,0
392,Puerto Madryn,AR,2020-02-24 07:44:26,-42.77,-65.04,65.7,42,48,22.3,scattered clouds,0,0
393,Daltenganj,IN,2020-02-24 07:45:49,24.03,84.07,84.18,34,26,1.34,scattered clouds,0,0
394,Bam,IR,2020-02-24 07:45:49,29.11,58.36,74.77,16,0,4.92,clear sky,0,0
395,Kangaatsiaq,GL,2020-02-24 07:45:50,68.31,-53.46,2.1,88,100,7.99,light snow,0,0.13
396,Qostanay,KZ,2020-02-24 07:45:50,53.17,63.58,12.2,92,75,6.71,broken clouds,0,0
397,Umm Lajj,SA,2020-02-24 07:45:50,25.02,37.27,71.33,25,100,10.02,overcast clouds,0,0
398,Ojinaga,MX,2020-02-24 07:45:50,29.57,-104.42,62.6,25,1,20.8,clear sky,0,0
399,Yerbogachen,RU,2020-02-24 07:45:50,61.28,108.01,19.53,83,97,11.92,overcast clouds,0,0
400,Tromso,NO,2020-02-24 07:45:51,69.65,18.96,28.4,86,75,11.41,broken clouds,0,0
401,Lagoa,PT,2020-02-24 07:45:51,39.05,-27.98,59.72,80,20,12.1,few clouds,0,0
402,Zyryanka,RU,2020-02-24 07:45:51,65.75,150.85,-11.94,99,100,1.34,overcast clouds,0,0
403,Carutapera,BR,2020-02-24 07:45:51,-1.2,-46.02,82.47,78,99,12.57,light rain,0.81,0
404,Keflavik,IS,2020-02-24 07:45:52,64.0,-22.56,32.0,73,75,14.99,shower rain,0,0
405,Coquimbo,CL,2020-02-24 07:45:52,-29.95,-71.34,59.0,87,20,3.36,few clouds,0,0
406,Broome,US,2020-02-24 07:45:52,42.25,-75.83,36.0,85,1,5.7,clear sky,0,0
407,Tessalit,ML,2020-02-24 07:45:52,20.2,1.01,75.51,13,20,21.63,few clouds,0,0
408,Yaan,NG,2020-02-24 07:45:52,7.38,8.57,91.53,9,5,14.81,clear sky,0,0
409,Kruisfontein,ZA,2020-02-24 07:45:53,-34.0,24.73,73.62,35,0,4.9,clear sky,0,0
410,Pinega,RU,2020-02-24 07:45:53,64.7,43.39,32.45,89,100,10.58,light snow,0,0.13
411,Coxim,BR,2020-02-24 07:42:04,-18.51,-54.76,70.23,94,45,1.99,scattered clouds,0,0
412,Junnar,IN,2020-02-24 07:45:53,19.2,73.88,92.64,14,0,6.06,clear sky,0,0
413,Gotsu,JP,2020-02-24 07:45:54,35.0,132.22,57.2,58,0,10.29,clear sky,0,0
414,Shimoda,JP,2020-02-24 07:41:53,34.67,138.95,57.2,50,0,8.05,clear sky,0,0
415,Bambanglipuro,ID,2020-02-24 07:45:54,-7.95,110.28,82.8,78,78,8.43,moderate rain,6.69,0
416,Chillicothe,US,2020-02-24 07:45:54,39.33,-82.98,41.0,56,1,4.7,clear sky,0,0
417,Ceuta,ES,2020-02-24 07:45:55,35.89,-5.31,59.0,87,4,12.75,clear sky,0,0
418,Mega,ET,2020-02-24 07:45:55,4.05,38.3,84.87,12,59,21.21,broken clouds,0,0
419,Takaka,NZ,2020-02-24 07:45:55,-40.85,172.8,66.0,84,0,1.99,clear sky,0,0
420,Leeton,AU,2020-02-24 07:45:55,-34.57,146.4,87.8,29,74,3.36,broken clouds,0,0
421,Hammerfest,NO,2020-02-24 07:45:55,70.66,23.68,30.2,92,90,19.46,light snow,0,0
422,Ocos,GT,2020-02-24 07:45:56,14.51,-92.19,73.4,94,5,2.71,clear sky,0,0
423,Comodoro Rivadavia,AR,2020-02-24 07:40:59,-45.87,-67.5,62.6,42,100,13.87,overcast clouds,0,0
424,Keuruu,FI,2020-02-24 07:45:56,62.27,24.7,30.99,63,20,17.22,few clouds,0,0
425,Bol,TD,2020-02-24 07:45:56,13.46,14.71,74.5,29,0,21.63,clear sky,0,0
426,Julio De Castilhos,BR,2020-02-24 07:45:57,-29.23,-53.68,56.71,94,0,5.55,clear sky,0,0
427,Adrar,MR,2020-02-24 07:45:57,20.5,-10.07,77.86,11,100,22.79,overcast clouds,0,0
428,Ponnani,IN,2020-02-24 07:45:57,10.77,75.93,91.4,49,20,6.93,few clouds,0,0
429,San Miguel De Sema,CO,2020-02-24 07:45:57,5.52,-73.72,51.19,97,88,2.48,overcast clouds,0,0
430,Mao,ES,2020-02-24 07:45:57,39.89,4.27,51.8,100,0,5.82,clear sky,0,0
431,Huanren,CN,2020-02-24 07:45:58,41.26,125.37,27.46,92,100,2.24,overcast clouds,0,0
432,Makat,KZ,2020-02-24 07:45:58,47.65,53.35,46.27,63,99,9.89,overcast clouds,0,0
433,Zhangye,CN,2020-02-24 07:45:58,38.93,100.45,48.29,20,0,7.9,clear sky,0,0
434,Teya,RU,2020-02-24 07:45:58,60.38,92.63,20.53,75,14,5.66,few clouds,0,0
435,Klaksvik,FO,2020-02-24 07:45:58,62.23,-6.59,35.6,80,100,10.29,overcast clouds,0,0
436,Ivankiv,UA,2020-02-24 07:45:59,50.94,29.89,32.0,80,90,17.9,snow,0,0
437,Devonport,AU,2020-02-24 07:45:59,-41.17,146.35,68.0,66,100,1.99,overcast clouds,0,0
438,Lompoc,US,2020-02-24 07:45:28,34.64,-120.46,53.01,93,90,13.18,overcast clouds,0,0
439,Sabya,SA,2020-02-24 07:45:59,17.15,42.63,84.2,74,40,11.41,scattered clouds,0,0
440,Pangnirtung,CA,2020-02-24 07:45:59,66.15,-65.71,-30.26,97,100,2.17,overcast clouds,0,0
441,Vanimo,PG,2020-02-24 07:42:41,-2.67,141.3,83.52,82,86,14.27,overcast clouds,0,0
442,Nador,MA,2020-02-24 07:46:00,35.17,-2.93,59.0,77,90,1.12,overcast clouds,0,0
443,Palmas,BR,2020-02-24 07:46:00,-10.21,-48.36,72.0,93,98,2.24,overcast clouds,0,0
444,Semnan,IR,2020-02-24 07:43:57,35.57,53.4,59.43,38,100,8.63,overcast clouds,0,0
445,Santo Antonio Da Platina,BR,2020-02-24 07:46:00,-23.3,-50.08,64.78,80,100,10.98,overcast clouds,0,0
446,Vero Beach,US,2020-02-24 07:44:35,27.64,-80.4,62.6,87,1,5.79,clear sky,0,0
447,Diffa,NE,2020-02-24 07:46:01,13.32,12.61,77.14,23,0,18.32,clear sky,0,0
448,Mandalgovi,MN,2020-02-24 07:46:01,45.76,106.27,23.05,58,100,18.63,overcast clouds,0,0
449,Rincon,US,2020-02-24 07:46:01,32.3,-81.24,54.0,71,90,2.1,overcast clouds,0,0
450,Aitape,PG,2020-02-24 07:46:02,-3.14,142.35,83.37,80,100,13.0,overcast clouds,0,0
451,Kefalos,GR,2020-02-24 07:46:02,36.75,26.96,51.8,71,20,2.24,few clouds,0,0
452,Buin,CL,2020-02-24 07:46:02,-33.73,-70.75,55.4,82,0,5.82,clear sky,0,0
453,Port Lincoln,AU,2020-02-24 07:46:02,-34.73,135.87,68.41,73,0,14.74,clear sky,0,0
454,Cairns,AU,2020-02-24 07:46:02,-16.92,145.77,80.6,88,90,9.17,overcast clouds,0,0
455,Yagoua,CM,2020-02-24 07:46:03,10.34,15.23,83.91,14,0,14.94,clear sky,0,0
456,Suntar,RU,2020-02-24 07:46:03,62.14,117.63,20.55,88,100,7.83,overcast clouds,0,0
457,Vila Do Maio,CV,2020-02-24 07:46:03,15.13,-23.22,68.0,77,75,11.41,broken clouds,0,0
458,Zhezkazgan,KZ,2020-02-24 07:46:03,47.8,67.71,14.0,92,90,4.47,mist,0,0
459,Ubatuba,BR,2020-02-24 07:46:03,-23.43,-45.07,70.61,75,38,5.08,scattered clouds,0,0
460,Kodinsk,RU,2020-02-24 07:46:04,58.69,99.18,23.05,87,100,7.49,overcast clouds,0,0
461,Awbari,LY,2020-02-24 07:46:04,26.59,12.78,55.49,43,0,4.63,clear sky,0,0
462,Dubbo,AU,2020-02-24 07:46:04,-32.25,148.62,80.6,44,90,8.05,overcast clouds,0,0
463,Turinsk,RU,2020-02-24 07:46:04,58.05,63.7,23.94,86,100,17.13,overcast clouds,0,0
464,Nicoya,CR,2020-02-24 07:46:04,10.15,-85.45,68.0,89,67,21.99,broken clouds,0,0
465,Uray,RU,2020-02-24 07:46:05,60.12,64.78,28.51,79,36,16.73,scattered clouds,0,0
466,Sadao,TH,2020-02-24 07:46:05,6.64,100.42,93.2,52,40,18.34,scattered clouds,0,0
467,Vilyuysk,RU,2020-02-24 07:46:05,63.76,121.62,3.7,96,100,4.38,overcast clouds,0,0
468,Pakxan,LA,2020-02-24 07:46:06,18.38,103.66,87.04,28,44,4.99,scattered clouds,0,0
469,Walvis Bay,NA,2020-02-24 07:46:06,-22.96,14.51,66.2,88,51,12.75,broken clouds,0,0
470,Pisco,PE,2020-02-24 07:46:06,-13.7,-76.22,75.2,83,90,4.7,overcast clouds,0,0
471,Belize,BZ,2020-02-24 07:46:06,17.25,-88.75,64.0,88,0,2.26,clear sky,0,0
472,Ranong,TH,2020-02-24 07:46:06,9.97,98.63,91.4,52,20,21.92,few clouds,0,0
473,Bandarbeyla,SO,2020-02-24 07:46:07,9.49,50.81,77.77,73,82,14.41,broken clouds,0,0
474,Syracuse,IT,2020-02-24 07:46:07,37.09,15.28,55.0,87,0,2.24,clear sky,0,0
475,Tatishchevo,RU,2020-02-24 07:46:07,51.67,45.6,37.0,76,99,4.0,overcast clouds,0,0
476,Najran,SA,2020-02-24 07:46:07,17.49,44.13,78.8,31,0,14.9,clear sky,0,0
477,Sao Filipe,CV,2020-02-24 07:46:07,14.9,-24.5,67.3,82,0,15.9,clear sky,0,0
478,Pervomayskiy,RU,2020-02-24 07:46:08,53.25,40.29,31.39,98,100,7.25,overcast clouds,0,0
479,Magadan,RU,2020-02-24 07:43:18,59.57,150.8,-0.47,81,9,6.87,clear sky,0,0
480,Bodinayakkanur,IN,2020-02-24 07:46:08,10.02,77.35,88.14,31,31,8.1,scattered clouds,0,0
481,Jaisalmer,IN,2020-02-24 07:46:08,26.91,70.92,83.59,20,0,0.18,clear sky,0,0
482,Canakkale,TR,2020-02-24 07:46:08,40.08,26.83,61.0,50,100,13.87,overcast clouds,0,0
483,Lavrentiya,RU,2020-02-24 07:46:09,65.58,-171.0,-9.4,71,0,1.28,clear sky,0,0
484,Kudligi,IN,2020-02-24 07:46:09,14.9,76.38,91.49,15,0,10.58,clear sky,0,0
485,Ostrovnoy,RU,2020-02-24 07:46:09,68.05,39.51,21.87,90,100,5.41,overcast clouds,0,0
486,Sisimiut,GL,2020-02-24 07:46:09,66.94,-53.67,-8.21,88,58,3.96,broken clouds,0,0
487,Makhinjauri,GE,2020-02-24 07:46:09,41.67,41.69,53.6,58,20,23.04,few clouds,0,0
488,Gao,ML,2020-02-24 07:42:26,16.64,1.64,79.43,12,6,21.68,clear sky,0,0
489,Erzin,TR,2020-02-24 07:46:10,36.96,36.2,55.4,76,40,3.36,scattered clouds,0,0
490,Santiago De Cao,PE,2020-02-24 07:46:10,-7.96,-79.24,71.6,94,90,8.05,mist,0,0
491,Manacapuru,BR,2020-02-24 07:43:58,-3.3,-60.62,75.2,94,100,2.24,overcast clouds,0,0
492,Tukrah,LY,2020-02-24 07:46:10,32.53,20.58,58.28,61,36,10.69,scattered clouds,0,0
493,Paita,PE,2020-02-24 07:46:11,-5.09,-81.11,79.05,64,100,6.58,overcast clouds,0,0
494,Metro,ID,2020-02-24 07:46:11,-5.11,105.31,89.04,61,30,12.48,scattered clouds,0,0
495,Churapcha,RU,2020-02-24 07:46:11,62.0,132.43,-6.02,98,100,4.05,overcast clouds,0,0
496,Krasnyy Chikoy,RU,2020-02-24 07:46:11,50.36,108.75,16.45,87,100,1.83,overcast clouds,0,0
497,Saint Anthony,US,2020-02-24 07:46:12,45.02,-93.22,28.99,92,1,4.7,clear sky,0,0
498,Vila Velha,BR,2020-02-24 07:46:12,-20.33,-40.29,77.0,73,75,5.82,broken clouds,0,0
499,Jablah,SY,2020-02-24 07:46:12,35.36,35.93,66.2,42,20,11.41,few clouds,0,0
